"hotel","tahun","lama_inap","dewasa","anakanak","balita","negara","sistem_boking","tipe_kamar","tipe_tamu","total","keterangan","tanggal_transaksi","ID"
"Resort Hotel",2015,3,2,0,0,"PRT","Call-Center","VIP","Member",107,"Check-Out",2015-07-22,59
"Resort Hotel",2015,3,2,1,0,"PRT","Call-Center","VIP","Member",133.75,"Check-Out",2015-07-22,8
"Resort Hotel",2015,3,2,0,0,"ESP","Langsung","EXC","Sementara",103.5,"Check-Out",2015-07-22,97
"Resort Hotel",2015,3,1,0,0,"PRT","Call-Center","VIP","Member",84.8,"Check-Out",2015-07-22,52
"Resort Hotel",2015,3,2,0,0,"PRT","Call-Center","VIP","Member",107,"Check-Out",2015-07-22,85
"Resort Hotel",2015,3,1,0,0,"PRT","Call-Center","VIP","Member",107,"Check-Out",2015-07-22,91
"Resort Hotel",2015,3,1,0,0,"PRT","Call-Center","VIP","Member",84.8,"Check-Out",2015-07-22,70
"Resort Hotel",2015,3,2,0,0,"PRT","Call-Center","VIP","Member",107,"Check-Out",2015-07-22,58
"Resort Hotel",2015,3,3,1,0,"PRT","Langsung","EXC","Sementara",195,"Check-Out",2015-07-22,5
"Resort Hotel",2015,4,2,0,0,"PRT","Call-Center","EXC","Sementara",164,"Check-Out",2015-07-23,31
"Resort Hotel",2015,5,2,2,0,"ESP","Langsung","EXC","Sementara",195,"Check-Out",2015-07-24,21
"Resort Hotel",2015,5,2,0,0,"IRL","Call-Center","EXC","Sementara",125,"Check-Out",2015-07-24,95
"Resort Hotel",2015,5,2,2,0,"PRT","Langsung","EXC","Sementara",195,"Check-In",2015-06-24,51
"Resort Hotel",2015,5,2,0,0,"PRT","Call-Center","VIP","Sementara",132.3,"Check-Out",2015-07-24,20
"Resort Hotel",2015,5,2,0,0,"PRT","Call-Center","EXC","Sementara",145,"Check-Out",2015-07-24,15
"Resort Hotel",2015,5,2,0,0,"GBR","Call-Center","VIP","Sementara",92,"Check-Out",2015-07-24,4
"Resort Hotel",2015,5,2,0,0,"PRT","Call-Center","VIP","Sementara",132.3,"Check-Out",2015-07-24,2
"Resort Hotel",2015,6,2,0,0,"ESP","Call-Center","VIP","Sementara",147,"Check-Out",2015-07-25,34
"Resort Hotel",2015,6,2,0,0,"ESP","Call-Center","EXC","Sementara",167,"Check-Out",2015-07-25,84
"Resort Hotel",2015,6,3,0,0,"FRA","Langsung","EKO","Sementara",210,"Check-Out",2015-07-25,36
"Resort Hotel",2015,7,2,0,0,"ESP","Langsung","EXC","Sementara",194.9,"Check-Out",2015-07-27,38
"Resort Hotel",2015,2,2,0,0,"MOZ","Call-Center","VIP","Sementara",103.5,"Check-Out",2015-07-20,50
"Resort Hotel",2015,2,2,1,0,"BWA","Call-Center","VIP","Sementara",118.5,"Check-Out",2015-07-20,36
"Resort Hotel",2015,2,2,1,0,"PRT","Call-Center","EXC","Sementara",192,"Check-Out",2015-07-20,84
"Resort Hotel",2015,2,2,0,0,"GBR","Call-Center","EXC","Kontrak",128.27,"Check-Out",2015-07-20,80
"Resort Hotel",2015,2,2,0,0,"ESP","Call-Center","EXC","Sementara",135,"Check-Out",2015-07-20,23
